Data Venda	Nome Cliente	Item	Preço Unitário	Quantidade	Desconto	 Valor Total 	Valor Desconto	 Valor Líquido 
15/11/2009	Cliente O569	SP1662	89,9	85	D00	 7.641,50 	0%	 7.641,50 
05/03/2009	Cliente O311	BL1518	219,09	229	D00	 50.171,61 	0%	 50.171,61 
05/02/2009	Cliente O304	MO1990	189,9	39	D03	 7.406,10 	15%	 6.295,19 
28/05/2009	Cliente O532	BL1627	169,9	139	D00	 23.616,10 	0%	 23.616,10 
17/07/2009	Cliente O392	RL1839	309,9	231	D00	 71.586,90 	0%	 71.586,90 
04/04/2009	Cliente O278	LE1298	39,9	12	D00	 478,80 	0%	 478,80 
24/02/2009	Cliente O50	RL1530	219,9	233	D00	 51.236,70 	0%	 51.236,70 
26/06/2009	Cliente O471	ME1761	39,9	130	D02	 5.187,00 	10%	 4.668,30 
04/01/2009	Cliente O654	ME1154	49,9	201	D04	 10.029,90 	20%	 8.023,92 
07/03/2009	Cliente O422	ME1337	39,9	77	D04	 3.072,30 	20%	 2.457,84 
13/03/2009	Cliente O191	SP1991	129,9	130	D00	 16.887,00 	0%	 16.887,00 
05/08/2009	Cliente O209	SP1295	89,9	102	D00	 9.169,80 	0%	 9.169,80 
22/04/2009	Cliente O229	RL1925	199,9	133	D00	 26.586,70 	0%	 26.586,70 
20/08/2009	Cliente O337	SP1911	159,9	122	D03	 19.507,80 	15%	 16.581,63 
12/03/2009	Cliente O639	ME1533	39,9	95	D00	 3.790,50 	0%	 3.790,50 
25/10/2009	Cliente O338	ME1918	49,9	235	D00	 11.726,50 	0%	 11.726,50 
02/11/2009	Cliente O10	MO1850	219,9	60	D00	 13.194,00 	0%	 13.194,00 
06/06/2009	Cliente O200	MO1261	289,9	229	D00	 66.387,10 	0%	 66.387,10 
06/01/2009	Cliente O172	BL1426	179,9	43	D00	 7.735,70 	0%	 7.735,70 
22/01/2009	Cliente O352	SP1857	159,9	209	D00	 33.419,10 	0%	 33.419,10 
15/08/2009	Cliente O645	SP1633	169,9	209	D00	 35.509,10 	0%	 35.509,10 
20/04/2009	Cliente O174	CA1391	219,9	218	D00	 47.938,20 	0%	 47.938,20 
14/01/2009	Cliente O619	SP1218	89,9	174	D00	 15.642,60 	0%	 15.642,60 
06/05/2009	Cliente O270	SP1104	109,9	140	D00	 15.386,00 	0%	 15.386,00 
01/07/2009	Cliente O256	RL1212	219,9	194	D00	 42.660,60 	0%	 42.660,60 
17/07/2009	Cliente O101	BL1011	269,9	107	D00	 28.879,30 	0%	 28.879,30 
17/02/2009	Cliente O45	OC1760	259,9	210	D00	 54.579,00 	0%	 54.579,00 
12/05/2009	Cliente O324	RL1166	269,9	39	D00	 10.526,10 	0%	 10.526,10 
01/06/2009	Cliente O218	SP1009	109,9	97	D00	 10.660,30 	0%	 10.660,30 
23/11/2009	Cliente O485	ME1233	49,9	30	D00	 1.497,00 	0%	 1.497,00 
19/02/2009	Cliente O593	BL1339	189,9	170	D03	 32.283,00 	15%	 27.440,55 
26/12/2009	Cliente O431	MO1569	289,9	134	D00	 38.846,60 	0%	 38.846,60 
02/03/2009	Cliente O644	OC1009	450,9	194	D00	 87.474,60 	0%	 87.474,60 
26/08/2009	Cliente O23	SP1911	159,9	45	D00	 7.195,50 	0%	 7.195,50 
16/04/2009	Cliente O295	LE1198	49,9	111	D00	 5.538,90 	0%	 5.538,90 
11/09/2009	Cliente O608	CA1263	169,9	147	D00	 24.975,30 	0%	 24.975,30 
10/04/2009	Cliente O490	RL1524	219,9	34	D02	 7.476,60 	10%	 6.728,94 
08/12/2009	Cliente O225	LE1683	39,9	205	D00	 8.179,50 	0%	 8.179,50 
02/11/2009	Cliente O271	SP1770	129,9	117	D00	 15.198,30 	0%	 15.198,30 
08/07/2009	Cliente O161	CA1830	129,9	17	D00	 2.208,30 	0%	 2.208,30 
12/11/2009	Cliente O506	CA1933	219,9	187	D00	 41.121,30 	0%	 41.121,30 
20/10/2009	Cliente O9	RL1153	309,9	13	D01	 4.028,70 	5%	 3.827,27 
07/04/2009	Cliente O15	ME1106	39,9	27	D03	 1.077,30 	15%	 915,71 
24/01/2009	Cliente O647	MO1566	219,9	11	D00	 2.418,90 	0%	 2.418,90 
18/07/2009	Cliente O17	SP1867	129,9	205	D00	 26.629,50 	0%	 26.629,50 
16/08/2009	Cliente O503	SP1615	109,9	73	D00	 8.022,70 	0%	 8.022,70 
14/10/2009	Cliente O53	OC1416	310,9	233	D00	 72.439,70 	0%	 72.439,70 
22/12/2009	Cliente O4	ME1582	49,9	163	D00	 8.133,70 	0%	 8.133,70 
12/02/2009	Cliente O407	ME1569	39,9	170	D00	 6.783,00 	0%	 6.783,00 
15/08/2009	Cliente O458	OC1512	279,9	114	D00	 31.908,60 	0%	 31.908,60 
30/04/2009	Cliente O624	OC1255	290,9	192	D00	 55.852,80 	0%	 55.852,80 
22/06/2009	Cliente O151	SP1792	89,9	215	D00	 19.328,50 	0%	 19.328,50 
06/07/2009	Cliente O327	MO1792	199,9	44	D03	 8.795,60 	15%	 7.476,26 
25/12/2009	Cliente O489	ME1266	49,9	32	D00	 1.596,80 	0%	 1.596,80 
16/11/2009	Cliente O25	CT1060	159,9	202	D00	 32.299,80 	0%	 32.299,80 
07/07/2009	Cliente O77	RL1459	309,9	117	D00	 36.258,30 	0%	 36.258,30 
03/09/2009	Cliente O109	RL1702	269,9	215	D00	 58.028,50 	0%	 58.028,50 
06/09/2009	Cliente O183	LE1507	39,9	16	D00	 638,40 	0%	 638,40 
11/02/2009	Cliente O597	ME1223	49,9	27	D00	 1.347,30 	0%	 1.347,30 
23/09/2009	Cliente O580	CA1263	169,9	24	D04	 4.077,60 	20%	 3.262,08 
01/01/2009	Cliente O547	RL1459	309,9	91	D00	 28.200,90 	0%	 28.200,90 
01/03/2009	Cliente O164	RL1985	309,9	138	D00	 42.766,20 	0%	 42.766,20 
24/03/2009	Cliente O376	BL1352	269,9	83	D00	 22.401,70 	0%	 22.401,70 
13/07/2009	Cliente O168	SP1432	169,9	89	D00	 15.121,10 	0%	 15.121,10 
29/06/2009	Cliente O115	MO1392	219,9	14	D00	 3.078,60 	0%	 3.078,60 
12/02/2009	Cliente O148	LE1508	39,9	49	D00	 1.955,10 	0%	 1.955,10 
12/05/2009	Cliente O432	LE1443	49,9	213	D00	 10.628,70 	0%	 10.628,70 
17/11/2009	Cliente O395	LE1033	39,9	249	D00	 9.935,10 	0%	 9.935,10 
04/08/2009	Cliente O39	RL1459	309,9	128	D00	 39.667,20 	0%	 39.667,20 
02/03/2009	Cliente O180	OC1138	290,9	10	D00	 2.909,00 	0%	 2.909,00 
27/04/2009	Cliente O270	LE1216	49,9	212	D00	 10.578,80 	0%	 10.578,80 
28/04/2009	Cliente O57	ME1096	49,9	97	D00	 4.840,30 	0%	 4.840,30 
08/11/2009	Cliente O393	SP1497	89,9	204	D05	 18.339,60 	25%	 13.754,70 
28/12/2009	Cliente O581	BL1352	269,9	195	D02	 52.630,50 	10%	 47.367,45 
22/10/2009	Cliente O227	SP1922	169,9	153	D00	 25.994,70 	0%	 25.994,70 
28/05/2009	Cliente O398	RL1075	219,9	119	D03	 26.168,10 	15%	 22.242,89 
21/10/2009	Cliente O343	CA1098	129,9	103	D00	 13.379,70 	0%	 13.379,70 
05/05/2009	Cliente O611	CA1268	169,9	36	D00	 6.116,40 	0%	 6.116,40 
16/08/2009	Cliente O416	SP1880	109,9	12	D00	 1.318,80 	0%	 1.318,80 
08/05/2009	Cliente O110	ME1858	49,9	140	D00	 6.986,00 	0%	 6.986,00 
09/08/2009	Cliente O212	RL1249	199,9	28	D00	 5.597,20 	0%	 5.597,20 
25/05/2009	Cliente O461	SP1485	109,9	81	D00	 8.901,90 	0%	 8.901,90 
13/12/2009	Cliente O645	RL1580	269,9	47	D00	 12.685,30 	0%	 12.685,30 
22/04/2009	Cliente O426	BL1480	269,9	187	D00	 50.471,30 	0%	 50.471,30 
17/09/2009	Cliente O114	CA1098	129,9	187	D05	 24.291,30 	25%	 18.218,48 
03/11/2009	Cliente O494	CA1712	219,9	88	D01	 19.351,20 	5%	 18.383,64 
04/03/2009	Cliente O234	RL1510	199,9	91	D00	 18.190,90 	0%	 18.190,90 
07/10/2009	Cliente O212	BL1301	189,9	36	D00	 6.836,40 	0%	 6.836,40 
25/06/2009	Cliente O256	LE1033	39,9	17	D00	 678,30 	0%	 678,30 
13/12/2009	Cliente O70	ME1233	49,9	102	D00	 5.089,80 	0%	 5.089,80 
24/11/2009	Cliente O138	SP1240	129,9	178	D03	 23.122,20 	15%	 19.653,87 
19/11/2009	Cliente O210	LE1532	49,9	20	D01	 998,00 	5%	 948,10 
17/11/2009	Cliente O185	SP1770	129,9	97	D00	 12.600,30 	0%	 12.600,30 
14/05/2009	Cliente O408	ME1527	39,9	156	D00	 6.224,40 	0%	 6.224,40 
08/04/2009	Cliente O19	RL1510	199,9	211	D00	 42.178,90 	0%	 42.178,90 
04/05/2009	Cliente O85	LE1759	39,9	188	D00	 7.501,20 	0%	 7.501,20 
08/03/2009	Cliente O310	ME1470	39,9	105	D04	 4.189,50 	20%	 3.351,60 
24/07/2009	Cliente O235	SP1922	169,9	146	D00	 24.805,40 	0%	 24.805,40 
09/09/2009	Cliente O23	SP1788	109,9	88	D00	 9.671,20 	0%	 9.671,20 
12/07/2009	Cliente O2	LE1700	39,9	94	D00	 3.750,60 	0%	 3.750,60 
02/05/2009	Cliente O92	CA1224	129,9	52	D03	 6.754,80 	15%	 5.741,58 
24/06/2009	Cliente O432	ME1096	49,9	132	D02	 6.586,80 	10%	 5.928,12 
18/02/2009	Cliente O323	SP1922	169,9	98	D00	 16.650,20 	0%	 16.650,20 
09/05/2009	Cliente O109	CA1391	219,9	228	D00	 50.137,20 	0%	 50.137,20 
28/05/2009	Cliente O621	SP1068	129,9	234	D00	 30.396,60 	0%	 30.396,60 
13/12/2009	Cliente O96	BL1016	189,9	102	D00	 19.369,80 	0%	 19.369,80 
27/09/2009	Cliente O477	RL1580	269,9	21	D01	 5.667,90 	5%	 5.384,51 
30/03/2009	Cliente O144	ME1643	49,9	224	D05	 11.177,60 	25%	 8.383,20 
11/12/2009	Cliente O198	RL1883	199,9	202	D00	 40.379,80 	0%	 40.379,80 
17/09/2009	Cliente O513	BL1929	189,9	17	D02	 3.228,30 	10%	 2.905,47 
21/08/2009	Cliente O406	SP1652	109,9	50	D00	 5.495,00 	0%	 5.495,00 
19/09/2009	Cliente O443	BL1755	269,9	59	D00	 15.924,10 	0%	 15.924,10 
19/03/2009	Cliente O594	RL1547	219,9	103	D00	 22.649,70 	0%	 22.649,70 
09/11/2009	Cliente O293	ME1108	49,9	176	D04	 8.782,40 	20%	 7.025,92 
07/07/2009	Cliente O577	LE1799	49,9	172	D03	 8.582,80 	15%	 7.295,38 
05/07/2009	Cliente O191	SP1195	159,9	177	D03	 28.302,30 	15%	 24.056,96 
24/05/2009	Cliente O388	BL1800	179,9	113	D00	 20.328,70 	0%	 20.328,70 
01/10/2009	Cliente O186	CA1830	129,9	25	D00	 3.247,50 	0%	 3.247,50 
03/05/2009	Cliente O465	CA1657	219,9	32	D00	 7.036,80 	0%	 7.036,80 
03/04/2009	Cliente O468	SP1384	89,9	214	D02	 19.238,60 	10%	 17.314,74 
06/05/2009	Cliente O477	RL1410	309,9	235	D05	 72.826,50 	25%	 54.619,88 
14/07/2009	Cliente O220	LE1768	49,9	205	D00	 10.229,50 	0%	 10.229,50 
08/11/2009	Cliente O567	RL1931	269,9	134	D02	 36.166,60 	10%	 32.549,94 
26/09/2009	Cliente O540	SP1633	169,9	110	D00	 18.689,00 	0%	 18.689,00 
06/02/2009	Cliente O651	SP1965	169,9	79	D03	 13.422,10 	15%	 11.408,79 
08/06/2009	Cliente O585	ME1872	39,9	218	D00	 8.698,20 	0%	 8.698,20 
29/11/2009	Cliente O368	OC1104	450,9	104	D05	 46.893,60 	25%	 35.170,20 
23/12/2009	Cliente O558	BL1826	189,9	224	D00	 42.537,60 	0%	 42.537,60 
10/12/2009	Cliente O181	CA1172	129,9	156	D00	 20.264,40 	0%	 20.264,40 
29/11/2009	Cliente O63	RL1996	269,9	208	D01	 56.139,20 	5%	 53.332,24 
05/12/2009	Cliente O611	SP1072	159,9	187	D00	 29.901,30 	0%	 29.901,30 
21/08/2009	Cliente O614	SP1773	129,9	114	D00	 14.808,60 	0%	 14.808,60 
04/12/2009	Cliente O500	SP1068	129,9	206	D05	 26.759,40 	25%	 20.069,55 
26/03/2009	Cliente O171	SP1190	109,9	112	D00	 12.308,80 	0%	 12.308,80 
29/06/2009	Cliente O24	ME1555	49,9	174	D00	 8.682,60 	0%	 8.682,60 
01/08/2009	Cliente O256	CA1933	219,9	61	D00	 13.413,90 	0%	 13.413,90 
04/10/2009	Cliente O319	BL1426	179,9	203	D00	 36.519,70 	0%	 36.519,70 
15/09/2009	Cliente O441	BL1604	219,09	162	D00	 35.492,58 	0%	 35.492,58 
03/08/2009	Cliente O23	RL1510	199,9	80	D01	 15.992,00 	5%	 15.192,40 
16/04/2009	Cliente O167	SP1231	89,9	212	D00	 19.058,80 	0%	 19.058,80 
29/01/2009	Cliente O217	RL1996	269,9	166	D03	 44.803,40 	15%	 38.082,89 
18/06/2009	Cliente O446	MO1543	189,9	201	D00	 38.169,90 	0%	 38.169,90 
02/02/2009	Cliente O61	RL1065	309,9	76	D00	 23.552,40 	0%	 23.552,40 
13/02/2009	Cliente O250	CA1939	219,9	110	D00	 24.189,00 	0%	 24.189,00 
05/04/2009	Cliente O441	MO1677	219,9	85	D00	 18.691,50 	0%	 18.691,50 
16/04/2009	Cliente O650	SP1055	129,9	142	D00	 18.445,80 	0%	 18.445,80 
02/01/2009	Cliente O104	SP1770	129,9	167	D02	 21.693,30 	10%	 19.523,97 
24/03/2009	Cliente O468	CT1488	139,9	250	D02	 34.975,00 	10%	 31.477,50 
28/10/2009	Cliente O185	BL1123	219,09	194	D00	 42.503,46 	0%	 42.503,46 
21/09/2009	Cliente O8	BL1643	269,9	152	D00	 41.024,80 	0%	 41.024,80 
08/08/2009	Cliente O652	SP1788	109,9	127	D05	 13.957,30 	25%	 10.467,98 
30/05/2009	Cliente O587	BL1603	169,9	194	D00	 32.960,60 	0%	 32.960,60 
12/03/2009	Cliente O556	OC1420	279,9	235	D00	 65.776,50 	0%	 65.776,50 
12/11/2009	Cliente O3	SP1633	169,9	242	D00	 41.115,80 	0%	 41.115,80 
16/10/2009	Cliente O133	OC1760	259,9	189	D00	 49.121,10 	0%	 49.121,10 
25/11/2009	Cliente O629	LE1497	49,9	183	D03	 9.131,70 	15%	 7.761,95 
06/10/2009	Cliente O560	BL1826	189,9	142	D00	 26.965,80 	0%	 26.965,80 
06/06/2009	Cliente O65	SP1195	159,9	31	D00	 4.956,90 	0%	 4.956,90 
15/12/2009	Cliente O99	LE1532	49,9	24	D03	 1.197,60 	15%	 1.017,96 
01/06/2009	Cliente O444	SP1770	129,9	85	D02	 11.041,50 	10%	 9.937,35 
20/03/2009	Cliente O308	SP1991	129,9	227	D00	 29.487,30 	0%	 29.487,30 
26/03/2009	Cliente O170	MO1329	289,9	45	D00	 13.045,50 	0%	 13.045,50 
08/01/2009	Cliente O534	CA1268	169,9	213	D00	 36.188,70 	0%	 36.188,70 
25/10/2009	Cliente O636	LE1157	49,9	229	D00	 11.427,10 	0%	 11.427,10 
02/12/2009	Cliente O223	SP1965	169,9	217	D03	 36.868,30 	15%	 31.338,06 
08/10/2009	Cliente O271	ME1349	39,9	77	D00	 3.072,30 	0%	 3.072,30 
22/10/2009	Cliente O258	MO1458	269,9	19	D00	 5.128,10 	0%	 5.128,10 
05/08/2009	Cliente O75	MO1569	289,9	248	D00	 71.895,20 	0%	 71.895,20 
30/11/2009	Cliente O467	BL1743	179,9	177	D00	 31.842,30 	0%	 31.842,30 
06/02/2009	Cliente O310	SP1053	169,9	241	D04	 40.945,90 	20%	 32.756,72 
07/03/2009	Cliente O584	BL1603	169,9	21	D02	 3.567,90 	10%	 3.211,11 
28/08/2009	Cliente O36	MO1246	189,9	123	D00	 23.357,70 	0%	 23.357,70 
28/03/2009	Cliente O160	LE1330	39,9	199	D00	 7.940,10 	0%	 7.940,10 
12/10/2009	Cliente O391	SP1068	129,9	84	D00	 10.911,60 	0%	 10.911,60 
25/12/2009	Cliente O155	SP1190	109,9	96	D00	 10.550,40 	0%	 10.550,40 
09/03/2009	Cliente O227	RL1249	199,9	32	D00	 6.396,80 	0%	 6.396,80 
25/03/2009	Cliente O186	MO1420	289,9	42	D00	 12.175,80 	0%	 12.175,80 
01/01/2009	Cliente O442	SP1012	159,9	230	D00	 36.777,00 	0%	 36.777,00 
15/04/2009	Cliente O205	LE1350	49,9	19	D00	 948,10 	0%	 948,10 
28/07/2009	Cliente O412	BL1450	269,9	172	D01	 46.422,80 	5%	 44.101,66 
05/03/2009	Cliente O214	BL1478	179,9	123	D00	 22.127,70 	0%	 22.127,70 
07/03/2009	Cliente O590	ME1761	39,9	49	D00	 1.955,10 	0%	 1.955,10 
09/11/2009	Cliente O355	OC1312	290,9	125	D00	 36.362,50 	0%	 36.362,50 
17/03/2009	Cliente O627	MO1990	189,9	13	D00	 2.468,70 	0%	 2.468,70 
12/05/2009	Cliente O226	RL1212	219,9	128	D00	 28.147,20 	0%	 28.147,20 
09/04/2009	Cliente O536	BL1358	219,09	25	D00	 5.477,25 	0%	 5.477,25 
14/11/2009	Cliente O21	LE1768	49,9	50	D00	 2.495,00 	0%	 2.495,00 
05/06/2009	Cliente O432	SP1153	89,9	176	D00	 15.822,40 	0%	 15.822,40 
10/12/2009	Cliente O390	BL1684	179,9	215	D00	 38.678,50 	0%	 38.678,50 
10/10/2009	Cliente O188	SP1788	109,9	217	D00	 23.848,30 	0%	 23.848,30 
02/08/2009	Cliente O52	ME1108	49,9	130	D02	 6.487,00 	10%	 5.838,30 
07/03/2009	Cliente O300	RL1883	199,9	94	D00	 18.790,60 	0%	 18.790,60 
23/12/2009	Cliente O296	ME1192	49,9	232	D02	 11.576,80 	10%	 10.419,12 
01/03/2009	Cliente O170	RL1150	219,9	90	D00	 19.791,00 	0%	 19.791,00 
15/11/2009	Cliente O622	BL1603	169,9	244	D02	 41.455,60 	10%	 37.310,04 
19/02/2009	Cliente O137	SP1035	129,9	222	D00	 28.837,80 	0%	 28.837,80 
09/05/2009	Cliente O184	OC1891	310,9	123	D05	 38.240,70 	25%	 28.680,53 
01/11/2009	Cliente O157	SP1770	129,9	178	D00	 23.122,20 	0%	 23.122,20 
15/06/2009	Cliente O172	LE1198	49,9	238	D00	 11.876,20 	0%	 11.876,20 
21/10/2009	Cliente O230	RL1547	219,9	228	D04	 50.137,20 	20%	 40.109,76 
12/12/2009	Cliente O590	BL1016	189,9	122	D02	 23.167,80 	10%	 20.851,02 
04/06/2009	Cliente O407	RL1547	219,9	220	D00	 48.378,00 	0%	 48.378,00 
28/01/2009	Cliente O427	LE1532	49,9	26	D00	 1.297,40 	0%	 1.297,40 
18/05/2009	Cliente O78	CT1729	109,9	37	D01	 4.066,30 	5%	 3.862,99 
01/12/2009	Cliente O208	RL1547	219,9	99	D00	 21.770,10 	0%	 21.770,10 
25/02/2009	Cliente O137	CA1476	169,9	229	D00	 38.907,10 	0%	 38.907,10 
03/03/2009	Cliente O478	CT1060	159,9	194	D00	 31.020,60 	0%	 31.020,60 
20/04/2009	Cliente O652	MO1990	189,9	100	D00	 18.990,00 	0%	 18.990,00 
07/04/2009	Cliente O82	BL1800	179,9	100	D00	 17.990,00 	0%	 17.990,00 
03/04/2009	Cliente O107	RL1678	309,9	238	D02	 73.756,20 	10%	 66.380,58 
29/07/2009	Cliente O13	SP1485	109,9	220	D00	 24.178,00 	0%	 24.178,00 
09/05/2009	Cliente O315	LE1700	39,9	104	D00	 4.149,60 	0%	 4.149,60 
12/07/2009	Cliente O171	SP1652	109,9	213	D00	 23.408,70 	0%	 23.408,70 
30/09/2009	Cliente O157	SP1613	159,9	242	D00	 38.695,80 	0%	 38.695,80 
29/12/2009	Cliente O21	OC1921	450,9	91	D00	 41.031,90 	0%	 41.031,90 
04/12/2009	Cliente O143	LE1720	39,9	67	D04	 2.673,30 	20%	 2.138,64 
20/06/2009	Cliente O387	CA1779	219,9	178	D02	 39.142,20 	10%	 35.227,98 
28/09/2009	Cliente O625	CA1164	169,9	112	D00	 19.028,80 	0%	 19.028,80 
25/04/2009	Cliente O378	LE1508	39,9	25	D00	 997,50 	0%	 997,50 
14/01/2009	Cliente O653	ME1918	49,9	250	D02	 12.475,00 	10%	 11.227,50 
31/03/2009	Cliente O35	LE1286	49,9	177	D04	 8.832,30 	20%	 7.065,84 
07/01/2009	Cliente O601	CA1744	169,9	236	D01	 40.096,40 	5%	 38.091,58 
18/01/2009	Cliente O165	ME1085	39,9	249	D00	 9.935,10 	0%	 9.935,10 
26/10/2009	Cliente O352	ME1054	49,9	152	D00	 7.584,80 	0%	 7.584,80 
09/01/2009	Cliente O417	SP1143	109,9	14	D00	 1.538,60 	0%	 1.538,60 
10/04/2009	Cliente O597	LE1683	39,9	171	D02	 6.822,90 	10%	 6.140,61 
04/12/2009	Cliente O573	RL1580	269,9	55	D01	 14.844,50 	5%	 14.102,28 
10/03/2009	Cliente O274	BL1867	219,09	134	D00	 29.358,06 	0%	 29.358,06 
24/12/2009	Cliente O387	SP1374	109,9	241	D02	 26.485,90 	10%	 23.837,31 
17/02/2009	Cliente O340	LE1683	39,9	161	D04	 6.423,90 	20%	 5.139,12 
07/06/2009	Cliente O447	MO1420	289,9	110	D04	 31.889,00 	20%	 25.511,20 
09/04/2009	Cliente O191	BL1943	179,9	147	D00	 26.445,30 	0%	 26.445,30 
27/01/2009	Cliente O307	RL1452	219,9	210	D00	 46.179,00 	0%	 46.179,00 
05/07/2009	Cliente O87	ME1096	49,9	182	D05	 9.081,80 	25%	 6.811,35 
15/07/2009	Cliente O427	SP1576	89,9	228	D02	 20.497,20 	10%	 18.447,48 
24/05/2009	Cliente O117	CA1245	129,9	174	D00	 22.602,60 	0%	 22.602,60 
26/09/2009	Cliente O654	SP1343	89,9	142	D00	 12.765,80 	0%	 12.765,80 
01/11/2009	Cliente O620	CT1066	109,9	137	D04	 15.056,30 	20%	 12.045,04 
28/07/2009	Cliente O451	SP1880	109,9	68	D00	 7.473,20 	0%	 7.473,20 
22/06/2009	Cliente O456	RL1065	309,9	142	D00	 44.005,80 	0%	 44.005,80 
09/07/2009	Cliente O591	OC1814	290,9	60	D00	 17.454,00 	0%	 17.454,00 
12/06/2009	Cliente O444	SP1773	129,9	229	D05	 29.747,10 	25%	 22.310,33 
22/10/2009	Cliente O305	OC1611	310,9	71	D00	 22.073,90 	0%	 22.073,90 
22/05/2009	Cliente O227	SP1498	169,9	105	D00	 17.839,50 	0%	 17.839,50 
02/06/2009	Cliente O134	LE1497	49,9	47	D01	 2.345,30 	5%	 2.228,04 
01/04/2009	Cliente O338	SP1343	89,9	241	D00	 21.665,90 	0%	 21.665,90 
28/11/2009	Cliente O165	BL1575	269,9	67	D03	 18.083,30 	15%	 15.370,81 
12/12/2009	Cliente O475	RL1996	269,9	241	D03	 65.045,90 	15%	 55.289,02 
20/01/2009	Cliente O138	LE1216	49,9	188	D00	 9.381,20 	0%	 9.381,20 
04/06/2009	Cliente O428	SP1911	159,9	60	D04	 9.594,00 	20%	 7.675,20 
13/01/2009	Cliente O434	OC1478	290,9	92	D00	 26.762,80 	0%	 26.762,80 
04/11/2009	Cliente O317	OC1760	259,9	105	D00	 27.289,50 	0%	 27.289,50 
25/02/2009	Cliente O414	RL1931	269,9	122	D00	 32.927,80 	0%	 32.927,80 
09/01/2009	Cliente O496	CT1472	109,9	113	D02	 12.418,70 	10%	 11.176,83 
12/10/2009	Cliente O460	CA1391	219,9	248	D02	 54.535,20 	10%	 49.081,68 
22/04/2009	Cliente O515	MO1850	219,9	235	D01	 51.676,50 	5%	 49.092,68 
03/03/2009	Cliente O501	CA1648	169,9	75	D00	 12.742,50 	0%	 12.742,50 
17/01/2009	Cliente O568	SP1012	159,9	230	D00	 36.777,00 	0%	 36.777,00 
13/11/2009	Cliente O13	RL1452	219,9	44	D01	 9.675,60 	5%	 9.191,82 
07/04/2009	Cliente O405	MO1307	189,9	148	D01	 28.105,20 	5%	 26.699,94 
11/09/2009	Cliente O275	ME1154	49,9	16	D00	 798,40 	0%	 798,40 
03/09/2009	Cliente O156	MO1261	289,9	38	D00	 11.016,20 	0%	 11.016,20 
07/07/2009	Cliente O328	MO1104	219,9	62	D04	 13.633,80 	20%	 10.907,04 
31/10/2009	Cliente O464	ME1533	39,9	193	D00	 7.700,70 	0%	 7.700,70 
19/09/2009	Cliente O245	CA1098	129,9	33	D03	 4.286,70 	15%	 3.643,70 
09/07/2009	Cliente O284	LE1714	49,9	152	D05	 7.584,80 	25%	 5.688,60 
01/10/2009	Cliente O108	SP1991	129,9	247	D00	 32.085,30 	0%	 32.085,30 
12/01/2009	Cliente O248	MO1141	289,9	192	D00	 55.660,80 	0%	 55.660,80 
16/01/2009	Cliente O44	SP1594	129,9	43	D00	 5.585,70 	0%	 5.585,70 
28/02/2009	Cliente O224	SP1497	89,9	126	D00	 11.327,40 	0%	 11.327,40 
29/04/2009	Cliente O324	BL1035	269,9	87	D00	 23.481,30 	0%	 23.481,30 
16/07/2009	Cliente O612	SP1175	169,9	188	D00	 31.941,20 	0%	 31.941,20 
06/08/2009	Cliente O519	CA1933	219,9	186	D00	 40.901,40 	0%	 40.901,40 
05/11/2009	Cliente O91	SP1053	169,9	91	D00	 15.460,90 	0%	 15.460,90 
03/10/2009	Cliente O514	SP1911	159,9	197	D00	 31.500,30 	0%	 31.500,30 
22/05/2009	Cliente O631	RL1448	309,9	222	D00	 68.797,80 	0%	 68.797,80 
18/11/2009	Cliente O11	SP1477	159,9	34	D04	 5.436,60 	20%	 4.349,28 
06/03/2009	Cliente O603	SP1880	109,9	179	D01	 19.672,10 	5%	 18.688,50 
27/02/2009	Cliente O326	CT1957	159,9	32	D04	 5.116,80 	20%	 4.093,44 
11/04/2009	Cliente O596	BL1478	179,9	180	D05	 32.382,00 	25%	 24.286,50 
18/07/2009	Cliente O94	MO1500	269,9	70	D00	 18.893,00 	0%	 18.893,00 
06/03/2009	Cliente O166	LE1243	39,9	224	D00	 8.937,60 	0%	 8.937,60 
30/06/2009	Cliente O620	RL1174	309,9	51	D00	 15.804,90 	0%	 15.804,90 
14/12/2009	Cliente O176	RL1839	309,9	180	D00	 55.782,00 	0%	 55.782,00 
16/11/2009	Cliente O242	ME1337	39,9	122	D00	 4.867,80 	0%	 4.867,80 
09/07/2009	Cliente O302	SP1594	129,9	172	D00	 22.342,80 	0%	 22.342,80 
23/04/2009	Cliente O62	RL1166	269,9	61	D00	 16.463,90 	0%	 16.463,90 
10/06/2009	Cliente O211	CA1391	219,9	121	D00	 26.607,90 	0%	 26.607,90 
29/09/2009	Cliente O160	MO1392	219,9	138	D01	 30.346,20 	5%	 28.828,89 
18/09/2009	Cliente O220	CA1053	169,9	17	D04	 2.888,30 	20%	 2.310,64 
14/11/2009	Cliente O100	CA1114	169,9	247	D00	 41.965,30 	0%	 41.965,30 
06/01/2009	Cliente O636	OC1776	290,9	213	D00	 61.961,70 	0%	 61.961,70 
14/11/2009	Cliente O446	SP1257	109,9	83	D00	 9.121,70 	0%	 9.121,70 
23/06/2009	Cliente O456	RL1530	219,9	122	D00	 26.827,80 	0%	 26.827,80 
11/06/2009	Cliente O583	RL1580	269,9	85	D00	 22.941,50 	0%	 22.941,50 
04/02/2009	Cliente O296	CA1720	169,9	60	D00	 10.194,00 	0%	 10.194,00 
29/10/2009	Cliente O371	ME1236	39,9	28	D00	 1.117,20 	0%	 1.117,20 
