CodFuncionario;Genero;Faixa Etária;Tipo de Trabalho;Unidades;Centro de Custo;Data de Contratação;Situação;Tipo Pagamento;Motivo Demissão; Salário 
33874;Masculino;39;Tempo Integral;Macaé - RJ;TI;12/04/2016;Ativo;Mensalista;Pedido de Demissão; R$ 8.799,14 
29406;Masculino;53;Tempo Integral;Macaé - RJ;RH;12/04/2016;Ativo;Mensalista;Sem Justa Causa; R$ 8.104,08 
26140;Masculino;39;Tempo Integral;Angra dos Reis - RJ;Pesquisa;14/04/2016;Ativo;Mensalista;Sem Justa Causa; R$ 2.759,07 
8254;Feminino;63;Contrato;Angra dos Reis - RJ;Financeiro;20/04/2016;Ativo;Mensalista;Pedido de Demissão; R$ 4.737,66 
5684;Feminino;64;Tempo Integral;Arraial do Cabo - RJ;Manutenção;21/04/2016;Ativo;Mensalista;Sem Justa Causa; R$ 6.043,44 
19312;Masculino;48;Tempo Integral;Nova Iguaçu - RJ;Financeiro;26/04/2016;Ativo;Mensalista;Sem Justa Causa; R$ 4.631,28 
6538;Feminino;29;Tempo Parcial;Nova Iguaçu - RJ;RH;11/05/2016;Inativo;Mensalista;Sem Justa Causa; R$ 8.596,71 
27932;Masculino;54;Tempo Integral;Arraial do Cabo - RJ;RH;12/05/2016;Inativo;Mensalista;Sem Justa Causa; R$ 3.516,09 
28584;Feminino;44;Tempo Integral;Três Rios - RJ;TI;13/05/2016;Inativo;Horista;Sem Justa Causa; R$ 3.016,64 
25334;Feminino;57;Tempo Integral;Resende - RJ;Jurídico;14/05/2016;Ativo;Mensalista;Sem Justa Causa; R$ 8.822,95 
5488;Feminino;29;Tempo Parcial;Macaé - RJ;Operacional;19/05/2016;Inativo;Mensalista;Sem Justa Causa; R$ 8.055,99 
6218;Masculino;18;Tempo Parcial;Arraial do Cabo - RJ;RH;19/05/2016;Inativo;Mensalista;Sem Justa Causa; R$ 5.245,11 
2232;Feminino;61;Tempo Integral;Macaé - RJ;Jurídico;24/05/2016;Inativo;Mensalista;Sem Justa Causa; R$ 5.604,19 
25340;Feminino;39;Tempo Integral;Petrópolis - RJ;TI;25/05/2016;Inativo;Mensalista;Sem Justa Causa; R$ 9.378,28 
18192;Masculino;36;Tempo Integral;Nova Iguaçu - RJ;Financeiro;26/05/2016;Inativo;Mensalista;Sem Justa Causa; R$ 3.645,54 
24762;Feminino;55;Tempo Integral;Niterói - RJ;Operacional;01/06/2016;Inativo;Mensalista;Sem Justa Causa; R$ 7.003,06 
33116;Masculino;70;Tempo Integral;Resende - RJ;Vendas e Marketing;03/06/2016;Inativo;Mensalista;Sem Justa Causa; R$ 4.899,73 
30414;Masculino;65;Tempo Parcial;Macaé - RJ;Operacional;08/06/2016;Ativo;Mensalista;Sem Justa Causa; R$ 9.328,48 
2126;Masculino;25;Tempo Integral;Macaé - RJ;TI;09/06/2016;Ativo;Horista;Sem Justa Causa; R$ 4.911,36 
6180;Feminino;63;Tempo Integral;Macaé - RJ;TI;15/06/2016;Ativo;Mensalista;Sem Justa Causa; R$ 3.260,37 
28512;Feminino;18;Contrato;Arraial do Cabo - RJ;Gerente Executivo;16/06/2016;Ativo;Mensalista;Sem Justa Causa; R$ 6.422,53 
24792;Masculino;70;Tempo Integral;Niterói - RJ;Pesquisa;21/06/2016;Inativo;Horista;Sem Justa Causa; R$ 8.876,01 
24630;Feminino;46;Contrato;Niterói - RJ;Pesquisa;22/06/2016;Ativo;Mensalista;Sem Justa Causa; R$ 5.181,22 
29432;Feminino;27;Tempo Integral;Macaé - RJ;Manutenção;22/06/2016;Ativo;Mensalista;Sem Justa Causa; R$ 9.431,94 
19196;Feminino;30;Tempo Parcial;Angra dos Reis - RJ;Jurídico;23/06/2016;Ativo;Mensalista;Pedido de Demissão; R$ 7.530,41 
27146;Feminino;36;Tempo Integral;Três Rios - RJ;Pesquisa;23/06/2016;Inativo;Mensalista;Sem Justa Causa; R$ 9.437,03 
25082;Feminino;44;Contrato;Macaé - RJ;Jurídico;28/06/2016;Inativo;Mensalista;Sem Justa Causa; R$ 6.410,59 
10900;Masculino;55;Tempo Integral;Niterói - RJ;Financeiro;29/06/2016;Ativo;Mensalista;Pedido de Demissão; R$ 8.575,01 
19102;Masculino;61;Tempo Integral;Macaé - RJ;Financeiro;29/06/2016;Ativo;Mensalista;Sem Justa Causa; R$ 9.531,87 
27870;Feminino;45;Tempo Integral;Petrópolis - RJ;TI;30/06/2016;Ativo;Horista;Sem Justa Causa; R$ 9.065,20 
29438;Masculino;18;Tempo Parcial;Macaé - RJ;Financeiro;01/07/2016;Ativo;Mensalista;Sem Justa Causa; R$ 7.328,92 
24364;Feminino;50;Tempo Integral;Macaé - RJ;RH;12/07/2016;Ativo;Mensalista;Sem Justa Causa; R$ 7.725,53 
28426;Masculino;41;Tempo Parcial;Arraial do Cabo - RJ;Vendas e Marketing;12/07/2016;Ativo;Mensalista;Sem Justa Causa; R$ 6.994,75 
28760;Feminino;53;Tempo Integral;Macaé - RJ;Gerente Executivo;13/07/2016;Ativo;Horista;Sem Justa Causa; R$ 4.359,67 
6652;Feminino;24;Tempo Integral;Macaé - RJ;Operacional;13/07/2016;Ativo;Mensalista;Sem Justa Causa; R$ 8.522,08 
25224;Feminino;29;Contrato;Resende - RJ;RH;20/07/2016;Ativo;Mensalista;Sem Justa Causa; R$ 8.317,06 
7116;Masculino;64;Tempo Integral;Três Rios - RJ;TI;20/07/2016;Ativo;Mensalista;Sem Justa Causa; R$ 5.930,10 
18236;Feminino;69;Tempo Integral;Macaé - RJ;Vendas e Marketing;21/07/2016;Ativo;Horista;Pedido de Demissão; R$ 9.681,98 
33008;Masculino;46;Tempo Integral;Nova Iguaçu - RJ;Jurídico;26/07/2016;Ativo;Mensalista;Sem Justa Causa; R$ 9.739,53 
33858;Masculino;47;Contrato;Petrópolis - RJ;Manutenção;27/07/2016;Ativo;Horista;Sem Justa Causa; R$ 3.315,42 
23832;Feminino;52;Tempo Parcial;Três Rios - RJ;Gerente Executivo;28/07/2016;Ativo;Mensalista;Sem Justa Causa; R$ 3.817,97 
18190;Feminino;70;Contrato;Nova Iguaçu - RJ;Manutenção;03/08/2016;Inativo;Mensalista;Pedido de Demissão; R$ 5.257,04 
33130;Masculino;36;Tempo Parcial;Nova Iguaçu - RJ;Vendas e Marketing;04/08/2016;Ativo;Mensalista;Sem Justa Causa; R$ 7.171,85 
2832;Masculino;62;Tempo Integral;Nova Iguaçu - RJ;Financeiro;05/08/2016;Ativo;Mensalista;Sem Justa Causa; R$ 9.877,43 
3868;Feminino;26;Tempo Integral;Arraial do Cabo - RJ;Gerente Executivo;12/08/2016;Ativo;Mensalista;Sem Justa Causa; R$ 3.615,93 
27338;Feminino;65;Contrato;Niterói - RJ;Jurídico;17/08/2016;Ativo;Mensalista;Sem Justa Causa; R$ 5.040,50 
28798;Feminino;27;Tempo Integral;Niterói - RJ;TI;18/08/2016;Ativo;Mensalista;Sem Justa Causa; R$ 9.165,95 
33168;Feminino;46;Tempo Integral;Petrópolis - RJ;Pesquisa;18/08/2016;Ativo;Horista;Sem Justa Causa; R$ 7.515,37 
29086;Feminino;53;Tempo Parcial;Nova Iguaçu - RJ;Jurídico;19/08/2016;Inativo;Mensalista;Sem Justa Causa; R$ 3.230,51 
26192;Masculino;19;Tempo Integral;Macaé - RJ;Jurídico;20/08/2016;Ativo;Mensalista;Sem Justa Causa; R$ 8.715,76 
24814;Feminino;32;Tempo Integral;Macaé - RJ;Vendas e Marketing;24/08/2016;Inativo;Mensalista;Sem Justa Causa; R$ 3.257,81 
33224;Feminino;48;Tempo Integral;Macaé - RJ;Gerente Executivo;31/08/2016;Ativo;Mensalista;Sem Justa Causa; R$ 4.531,00 
28972;Feminino;33;Tempo Integral;Três Rios - RJ;Vendas e Marketing;31/08/2016;Inativo;Mensalista;Sem Justa Causa; R$ 7.102,00 
28408;Feminino;62;Tempo Integral;Macaé - RJ;Financeiro;08/09/2016;Inativo;Horista;Sem Justa Causa; R$ 8.545,88 
1484;Masculino;56;Tempo Integral;Arraial do Cabo - RJ;RH;10/09/2016;Ativo;Mensalista;Sem Justa Causa; R$ 5.225,99 
5914;Masculino;19;Contrato;Três Rios - RJ;Operacional;20/09/2016;Inativo;Horista;Sem Justa Causa; R$ 7.771,51 
19962;Feminino;45;Tempo Integral;Resende - RJ;Manutenção;21/09/2016;Ativo;Mensalista;Pedido de Demissão; R$ 6.566,67 
29440;Masculino;50;Tempo Parcial;Niterói - RJ;TI;21/09/2016;Ativo;Mensalista;Sem Justa Causa; R$ 6.056,07 
27214;Feminino;26;Contrato;Macaé - RJ;Manutenção;21/09/2016;Ativo;Horista;Sem Justa Causa; R$ 3.541,93 
30410;Masculino;28;Tempo Integral;Macaé - RJ;Gerente Executivo;27/09/2016;Ativo;Mensalista;Sem Justa Causa; R$ 7.705,72 
16826;Feminino;61;Contrato;Angra dos Reis - RJ;TI;28/09/2016;Inativo;Mensalista;Pedido de Demissão; R$ 7.747,66 
29904;Masculino;62;Tempo Integral;Petrópolis - RJ;Vendas e Marketing;28/09/2016;Ativo;Mensalista;Sem Justa Causa; R$ 8.692,26 
19930;Masculino;31;Tempo Integral;Petrópolis - RJ;Pesquisa;29/09/2016;Ativo;Mensalista;Sem Justa Causa; R$ 5.645,68 
27990;Masculino;53;Tempo Integral;Arraial do Cabo - RJ;Manutenção;30/09/2016;Inativo;Mensalista;Sem Justa Causa; R$ 5.636,78 
33840;Masculino;38;Tempo Integral;Arraial do Cabo - RJ;Pesquisa;30/09/2016;Ativo;Mensalista;Pedido de Demissão; R$ 4.366,82 
20780;Masculino;69;Tempo Integral;Três Rios - RJ;Pesquisa;30/09/2016;Ativo;Mensalista;Pedido de Demissão; R$ 5.943,69 
24352;Feminino;67;Tempo Integral;Angra dos Reis - RJ;Pesquisa;04/10/2016;Inativo;Mensalista;Sem Justa Causa; R$ 7.953,99 
33312;Feminino;25;Tempo Integral;Niterói - RJ;Manutenção;04/10/2016;Inativo;Mensalista;Sem Justa Causa; R$ 9.920,60 
25400;Masculino;18;Contrato;Macaé - RJ;Jurídico;06/10/2016;Inativo;Horista;Sem Justa Causa; R$ 7.346,89 
21294;Masculino;67;Tempo Parcial;Macaé - RJ;TI;12/10/2016;Ativo;Mensalista;Pedido de Demissão; R$ 8.997,16 
33932;Feminino;18;Tempo Integral;Petrópolis - RJ;RH;13/10/2016;Inativo;Mensalista;Pedido de Demissão; R$ 8.704,72 
16888;Masculino;36;Contrato;Niterói - RJ;Pesquisa;19/10/2016;Inativo;Mensalista;Pedido de Demissão; R$ 8.221,58 
31818;Feminino;56;Contrato;Petrópolis - RJ;Jurídico;19/10/2016;Ativo;Mensalista;Sem Justa Causa; R$ 4.857,21 
21242;Feminino;29;Tempo Parcial;Petrópolis - RJ;Vendas e Marketing;19/10/2016;Ativo;Mensalista;Pedido de Demissão; R$ 5.038,21 
27886;Masculino;37;Tempo Parcial;Nova Iguaçu - RJ;Gerente Executivo;21/10/2016;Ativo;Horista;Sem Justa Causa; R$ 4.333,59 
18640;Feminino;69;Tempo Integral;Niterói - RJ;RH;03/11/2016;Inativo;Mensalista;Pedido de Demissão; R$ 6.653,59 
30934;Masculino;20;Tempo Integral;Nova Iguaçu - RJ;Vendas e Marketing;03/11/2016;Ativo;Mensalista;Sem Justa Causa; R$ 5.395,08 
30472;Feminino;19;Tempo Integral;Três Rios - RJ;TI;08/11/2016;Ativo;Horista;Sem Justa Causa; R$ 8.618,77 
20792;Masculino;29;Contrato;Macaé - RJ;Operacional;11/11/2016;Ativo;Horista;Pedido de Demissão; R$ 7.963,06 
31906;Masculino;20;Tempo Integral;Petrópolis - RJ;Operacional;11/11/2016;Inativo;Mensalista;Sem Justa Causa; R$ 7.720,45 
17948;Masculino;60;Tempo Integral;Angra dos Reis - RJ;Operacional;17/11/2016;Ativo;Horista;Pedido de Demissão; R$ 4.467,67 
25944;Feminino;29;Tempo Integral;Petrópolis - RJ;TI;20/11/2016;Ativo;Horista;Sem Justa Causa; R$ 3.478,46 
33746;Masculino;35;Tempo Parcial;Macaé - RJ;Jurídico;22/11/2016;Inativo;Mensalista;Sem Justa Causa; R$ 8.827,59 
33462;Masculino;34;Contrato;Três Rios - RJ;Financeiro;28/11/2016;Ativo;Horista;Sem Justa Causa; R$ 8.197,28 
32970;Feminino;47;Tempo Integral;Macaé - RJ;Operacional;01/12/2016;Inativo;Mensalista;Sem Justa Causa; R$ 9.479,87 
26484;Feminino;67;Tempo Integral;Petrópolis - RJ;Vendas e Marketing;06/12/2016;Ativo;Horista;Sem Justa Causa; R$ 2.855,18 
26550;Masculino;44;Tempo Integral;Macaé - RJ;RH;06/12/2016;Inativo;Mensalista;Sem Justa Causa; R$ 8.406,29 
24768;Masculino;42;Tempo Parcial;Petrópolis - RJ;Pesquisa;08/12/2016;Ativo;Horista;Sem Justa Causa; R$ 5.772,79 
30818;Feminino;68;Tempo Parcial;Três Rios - RJ;Financeiro;10/12/2016;Ativo;Mensalista;Sem Justa Causa; R$ 9.292,33 
26152;Feminino;56;Tempo Integral;Petrópolis - RJ;RH;20/12/2016;Ativo;Mensalista;Sem Justa Causa; R$ 9.384,20 
17362;Feminino;57;Tempo Integral;Petrópolis - RJ;Gerente Executivo;20/12/2016;Ativo;Mensalista;Sem Justa Causa; R$ 6.296,57 
33892;Feminino;56;Tempo Integral;Petrópolis - RJ;Pesquisa;21/12/2016;Inativo;Mensalista;Pedido de Demissão; R$ 6.694,58 
29214;Feminino;67;Tempo Integral;Macaé - RJ;Manutenção;31/12/2016;Ativo;Mensalista;Sem Justa Causa; R$ 5.923,58 
4282;Masculino;47;Tempo Parcial;Macaé - RJ;Jurídico;04/01/2017;Ativo;Mensalista;Sem Justa Causa; R$ 7.651,97 
5856;Masculino;29;Contrato;Macaé - RJ;RH;13/01/2017;Ativo;Mensalista;Sem Justa Causa; R$ 2.995,37 
27198;Masculino;24;Tempo Integral;Nova Iguaçu - RJ;Vendas e Marketing;13/01/2017;Inativo;Horista;Sem Justa Causa; R$ 3.835,05 
33618;Feminino;34;Tempo Integral;Nova Iguaçu - RJ;Pesquisa;24/01/2017;Ativo;Horista;Pedido de Demissão; R$ 8.052,29 
3918;Masculino;47;Tempo Integral;Nova Iguaçu - RJ;Operacional;25/01/2017;Inativo;Mensalista;Sem Justa Causa; R$ 8.623,05 
25136;Masculino;55;Tempo Integral;Macaé - RJ;Manutenção;27/01/2017;Inativo;Mensalista;Sem Justa Causa; R$ 9.315,12 
33562;Feminino;55;Tempo Integral;Petrópolis - RJ;Financeiro;31/01/2017;Ativo;Mensalista;Sem Justa Causa; R$ 6.597,65 
19626;Feminino;23;Tempo Integral;Petrópolis - RJ;TI;02/02/2017;Ativo;Mensalista;Pedido de Demissão; R$ 6.235,72 
18944;Feminino;31;Contrato;Macaé - RJ;Manutenção;03/02/2017;Ativo;Mensalista;Pedido de Demissão; R$ 9.818,46 
7274;Masculino;24;Contrato;Arraial do Cabo - RJ;Jurídico;16/02/2017;Inativo;Mensalista;Sem Justa Causa; R$ 6.852,58 
7228;Feminino;22;Tempo Integral;Macaé - RJ;TI;16/02/2017;Inativo;Mensalista;Sem Justa Causa; R$ 5.298,51 
33416;Feminino;62;Tempo Parcial;Macaé - RJ;Manutenção;21/02/2017;Ativo;Horista;Sem Justa Causa; R$ 4.811,26 
33956;Feminino;66;Tempo Parcial;Macaé - RJ;Financeiro;21/02/2017;Ativo;Mensalista;Pedido de Demissão; R$ 9.236,24 
25750;Masculino;55;Tempo Parcial;Petrópolis - RJ;Jurídico;22/02/2017;Ativo;Horista;Sem Justa Causa; R$ 7.191,60 
23112;Feminino;45;Contrato;Arraial do Cabo - RJ;RH;22/02/2017;Inativo;Mensalista;Sem Justa Causa; R$ 7.389,49 
33184;Feminino;44;Tempo Integral;Macaé - RJ;Manutenção;01/03/2017;Ativo;Mensalista;Sem Justa Causa; R$ 8.154,12 
28708;Masculino;60;Tempo Parcial;Macaé - RJ;Jurídico;02/03/2017;Inativo;Mensalista;Sem Justa Causa; R$ 8.309,64 
26004;Feminino;24;Tempo Parcial;Petrópolis - RJ;Manutenção;07/03/2017;Inativo;Mensalista;Sem Justa Causa; R$ 2.697,81 
5738;Feminino;27;Tempo Parcial;Macaé - RJ;Operacional;15/03/2017;Inativo;Mensalista;Sem Justa Causa; R$ 5.364,83 
19502;Masculino;51;Tempo Integral;Niterói - RJ;Pesquisa;16/03/2017;Ativo;Horista;Pedido de Demissão; R$ 3.845,70 
24386;Feminino;34;Contrato;Niterói - RJ;Vendas e Marketing;21/03/2017;Inativo;Horista;Sem Justa Causa; R$ 7.915,28 
4428;Feminino;65;Contrato;Macaé - RJ;TI;23/03/2017;Inativo;Mensalista;Sem Justa Causa; R$ 9.061,04 
3344;Masculino;19;Tempo Integral;Macaé - RJ;Financeiro;24/03/2017;Inativo;Mensalista;Sem Justa Causa; R$ 9.923,18 
24932;Feminino;64;Tempo Integral;Macaé - RJ;RH;27/03/2017;Ativo;Mensalista;Sem Justa Causa; R$ 5.647,89 
17988;Feminino;32;Contrato;Niterói - RJ;Financeiro;28/03/2017;Ativo;Mensalista;Pedido de Demissão; R$ 9.061,22 
30728;Masculino;27;Contrato;Angra dos Reis - RJ;Jurídico;29/03/2017;Ativo;Horista;Sem Justa Causa; R$ 8.048,40 
25376;Feminino;57;Contrato;Macaé - RJ;Operacional;30/03/2017;Inativo;Mensalista;Sem Justa Causa; R$ 7.265,21 
6488;Masculino;50;Tempo Parcial;Arraial do Cabo - RJ;Manutenção;30/03/2017;Ativo;Mensalista;Sem Justa Causa; R$ 4.987,89 
18868;Feminino;44;Tempo Integral;Nova Iguaçu - RJ;RH;03/04/2017;Inativo;Mensalista;Sem Justa Causa; R$ 3.896,17 
33154;Masculino;40;Tempo Integral;Petrópolis - RJ;Operacional;04/04/2017;Inativo;Horista;Sem Justa Causa; R$ 4.039,03 
10300;Masculino;60;Tempo Integral;Macaé - RJ;Operacional;05/04/2017;Ativo;Mensalista;Pedido de Demissão; R$ 4.172,94 
25852;Masculino;39;Tempo Integral;Macaé - RJ;Pesquisa;05/04/2017;Ativo;Horista;Sem Justa Causa; R$ 7.139,69 
804;Masculino;65;Tempo Integral;Três Rios - RJ;TI;06/04/2017;Ativo;Mensalista;Sem Justa Causa; R$ 6.497,93 
31554;Masculino;59;Tempo Parcial;Três Rios - RJ;TI;07/04/2017;Inativo;Mensalista;Sem Justa Causa; R$ 7.779,40 
9542;Masculino;31;Tempo Integral;Macaé - RJ;RH;11/04/2017;Ativo;Horista;Pedido de Demissão; R$ 6.037,74 
33484;Feminino;19;Tempo Integral;Macaé - RJ;TI;11/04/2017;Inativo;Mensalista;Sem Justa Causa; R$ 2.906,88 
27238;Feminino;34;Tempo Integral;Arraial do Cabo - RJ;Vendas e Marketing;12/04/2017;Ativo;Mensalista;Sem Justa Causa; R$ 8.723,66 
31930;Masculino;41;Tempo Parcial;Macaé - RJ;RH;13/04/2017;Inativo;Mensalista;Sem Justa Causa; R$ 4.407,63 
25004;Feminino;39;Tempo Integral;Petrópolis - RJ;Gerente Executivo;14/04/2017;Ativo;Horista;Sem Justa Causa; R$ 4.062,13 
5830;Masculino;69;Tempo Integral;Macaé - RJ;TI;17/04/2017;Inativo;Mensalista;Sem Justa Causa; R$ 3.003,45 
7404;Masculino;58;Tempo Integral;Três Rios - RJ;Vendas e Marketing;21/04/2017;Ativo;Mensalista;Sem Justa Causa; R$ 7.868,81 
24844;Feminino;51;Contrato;Macaé - RJ;TI;21/04/2017;Inativo;Mensalista;Sem Justa Causa; R$ 3.121,99 
11190;Masculino;48;Tempo Integral;Macaé - RJ;Manutenção;25/04/2017;Ativo;Horista;Pedido de Demissão; R$ 4.932,03 
5242;Feminino;62;Tempo Integral;Três Rios - RJ;Pesquisa;26/04/2017;Ativo;Horista;Sem Justa Causa; R$ 3.311,90 
25052;Masculino;25;Tempo Integral;Macaé - RJ;Vendas e Marketing;26/04/2017;Ativo;Mensalista;Sem Justa Causa; R$ 9.616,91 
5992;Feminino;62;Tempo Integral;Niterói - RJ;Jurídico;26/04/2017;Inativo;Mensalista;Sem Justa Causa; R$ 6.509,08 
19684;Masculino;54;Contrato;Três Rios - RJ;Pesquisa;27/04/2017;Ativo;Mensalista;Sem Justa Causa; R$ 8.674,92 
31866;Masculino;68;Tempo Integral;Nova Iguaçu - RJ;Vendas e Marketing;27/04/2017;Ativo;Horista;Sem Justa Causa; R$ 3.734,33 
30362;Masculino;66;Tempo Integral;Macaé - RJ;Manutenção;02/05/2017;Inativo;Mensalista;Sem Justa Causa; R$ 8.390,68 
6222;Masculino;21;Tempo Integral;Nova Iguaçu - RJ;Vendas e Marketing;03/05/2017;Ativo;Horista;Sem Justa Causa; R$ 4.326,30 
27750;Feminino;21;Tempo Integral;Macaé - RJ;Vendas e Marketing;09/05/2017;Ativo;Mensalista;Sem Justa Causa; R$ 7.055,55 
5606;Feminino;48;Tempo Integral;Angra dos Reis - RJ;Operacional;10/05/2017;Ativo;Horista;Sem Justa Causa; R$ 7.515,40 
32436;Feminino;52;Tempo Integral;Arraial do Cabo - RJ;Manutenção;10/05/2017;Ativo;Horista;Sem Justa Causa; R$ 4.277,36 
33904;Feminino;25;Contrato;Petrópolis - RJ;Financeiro;11/05/2017;Inativo;Horista;Sem Justa Causa; R$ 8.020,36 
28820;Feminino;62;Tempo Parcial;Angra dos Reis - RJ;Jurídico;11/05/2017;Ativo;Mensalista;Sem Justa Causa; R$ 9.230,75 
33102;Masculino;48;Tempo Parcial;Três Rios - RJ;Operacional;12/05/2017;Ativo;Mensalista;Sem Justa Causa; R$ 4.553,92 
20662;Masculino;24;Contrato;Niterói - RJ;Gerente Executivo;13/05/2017;Ativo;Mensalista;Pedido de Demissão; R$ 4.511,65 
32900;Masculino;53;Tempo Integral;Macaé - RJ;Vendas e Marketing;17/05/2017;Inativo;Horista;Sem Justa Causa; R$ 8.588,74 
5882;Masculino;43;Contrato;Resende - RJ;TI;18/05/2017;Ativo;Horista;Sem Justa Causa; R$ 8.870,72 
33710;Feminino;19;Tempo Integral;Macaé - RJ;Jurídico;23/05/2017;Inativo;Mensalista;Sem Justa Causa; R$ 9.827,51 
10912;Feminino;33;Tempo Integral;Macaé - RJ;Financeiro;24/05/2017;Inativo;Mensalista;Pedido de Demissão; R$ 2.654,18 
24676;Feminino;30;Tempo Integral;Macaé - RJ;Jurídico;24/05/2017;Ativo;Mensalista;Sem Justa Causa; R$ 3.733,24 
33234;Masculino;26;Tempo Parcial;Macaé - RJ;Operacional;25/05/2017;Inativo;Mensalista;Sem Justa Causa; R$ 5.653,05 
28504;Feminino;21;Tempo Integral;Arraial do Cabo - RJ;TI;26/05/2017;Inativo;Mensalista;Sem Justa Causa; R$ 4.884,08 
18078;Feminino;33;Tempo Integral;Macaé - RJ;Jurídico;31/05/2017;Inativo;Horista;Pedido de Demissão; R$ 5.573,83 
6174;Feminino;64;Contrato;Macaé - RJ;Operacional;01/06/2017;Ativo;Mensalista;Sem Justa Causa; R$ 2.926,90 
25914;Feminino;61;Tempo Integral;Macaé - RJ;Operacional;06/06/2017;Ativo;Mensalista;Sem Justa Causa; R$ 8.032,83 
4332;Masculino;33;Tempo Integral;Angra dos Reis - RJ;Jurídico;08/06/2017;Inativo;Mensalista;Sem Justa Causa; R$ 2.779,85 
23814;Feminino;27;Contrato;Niterói - RJ;TI;09/06/2017;Inativo;Horista;Sem Justa Causa; R$ 3.113,33 
25718;Masculino;47;Tempo Parcial;Angra dos Reis - RJ;Operacional;13/06/2017;Inativo;Mensalista;Sem Justa Causa; R$ 4.240,64 
30732;Masculino;45;Tempo Integral;Arraial do Cabo - RJ;Operacional;14/06/2017;Ativo;Mensalista;Sem Justa Causa; R$ 6.739,55 
5768;Feminino;68;Tempo Integral;Nova Iguaçu - RJ;TI;22/06/2017;Ativo;Mensalista;Sem Justa Causa; R$ 2.547,63 
28896;Masculino;42;Contrato;Macaé - RJ;Jurídico;22/06/2017;Inativo;Mensalista;Sem Justa Causa; R$ 4.268,29 
18760;Feminino;32;Contrato;Niterói - RJ;TI;28/06/2017;Inativo;Mensalista;Pedido de Demissão; R$ 7.974,09 
29534;Masculino;66;Contrato;Petrópolis - RJ;TI;29/06/2017;Ativo;Mensalista;Sem Justa Causa; R$ 4.871,88 
32886;Masculino;47;Tempo Integral;Nova Iguaçu - RJ;Operacional;05/07/2017;Inativo;Horista;Sem Justa Causa; R$ 6.921,46 
23358;Feminino;42;Tempo Integral;Arraial do Cabo - RJ;Gerente Executivo;05/07/2017;Ativo;Mensalista;Sem Justa Causa; R$ 2.517,91 
25318;Feminino;37;Tempo Integral;Três Rios - RJ;RH;08/07/2017;Ativo;Mensalista;Sem Justa Causa; R$ 8.432,55 
5210;Masculino;36;Tempo Parcial;Nova Iguaçu - RJ;Financeiro;12/07/2017;Ativo;Horista;Sem Justa Causa; R$ 2.621,08 
20790;Masculino;55;Tempo Integral;Macaé - RJ;Pesquisa;13/07/2017;Ativo;Horista;Pedido de Demissão; R$ 5.864,20 
26222;Masculino;51;Contrato;Macaé - RJ;Financeiro;13/07/2017;Ativo;Horista;Sem Justa Causa; R$ 3.052,55 
2332;Masculino;68;Tempo Parcial;Macaé - RJ;Manutenção;13/07/2017;Ativo;Mensalista;Sem Justa Causa; R$ 8.314,56 
24784;Feminino;33;Tempo Integral;Nova Iguaçu - RJ;Pesquisa;14/07/2017;Ativo;Mensalista;Sem Justa Causa; R$ 5.054,29 
23482;Masculino;29;Tempo Integral;Petrópolis - RJ;Manutenção;14/07/2017;Ativo;Horista;Sem Justa Causa; R$ 3.247,12 
28436;Masculino;30;Tempo Parcial;Niterói - RJ;Pesquisa;15/07/2017;Inativo;Mensalista;Sem Justa Causa; R$ 5.539,28 
26036;Masculino;55;Tempo Integral;Petrópolis - RJ;Gerente Executivo;19/07/2017;Ativo;Mensalista;Sem Justa Causa; R$ 4.909,64 
26360;Masculino;70;Contrato;Arraial do Cabo - RJ;Vendas e Marketing;20/07/2017;Ativo;Mensalista;Sem Justa Causa; R$ 6.478,04 
25302;Feminino;33;Contrato;Macaé - RJ;Vendas e Marketing;20/07/2017;Inativo;Mensalista;Sem Justa Causa; R$ 9.304,26 
33204;Masculino;37;Contrato;Macaé - RJ;RH;20/07/2017;Ativo;Horista;Sem Justa Causa; R$ 9.131,90 
18370;Feminino;37;Tempo Parcial;Macaé - RJ;RH;25/07/2017;Ativo;Mensalista;Pedido de Demissão; R$ 5.198,43 
26826;Masculino;47;Tempo Parcial;Macaé - RJ;Gerente Executivo;25/07/2017;Ativo;Mensalista;Sem Justa Causa; R$ 6.371,21 
10160;Feminino;18;Tempo Integral;Petrópolis - RJ;Operacional;26/07/2017;Inativo;Horista;Sem Justa Causa; R$ 6.937,47 
28032;Feminino;59;Tempo Integral;Macaé - RJ;Pesquisa;28/07/2017;Ativo;Mensalista;Sem Justa Causa; R$ 7.562,50 
25460;Feminino;39;Tempo Integral;Três Rios - RJ;Gerente Executivo;29/07/2017;Ativo;Mensalista;Sem Justa Causa; R$ 5.238,94 
33464;Masculino;44;Tempo Parcial;Petrópolis - RJ;Manutenção;01/08/2017;Ativo;Horista;Sem Justa Causa; R$ 3.853,51 
30294;Feminino;44;Tempo Integral;Angra dos Reis - RJ;Pesquisa;01/08/2017;Inativo;Mensalista;Sem Justa Causa; R$ 7.411,91 
16930;Feminino;53;Tempo Integral;Resende - RJ;TI;04/08/2017;Ativo;Mensalista;Pedido de Demissão; R$ 5.525,89 
30204;Masculino;46;Tempo Integral;Angra dos Reis - RJ;Jurídico;04/08/2017;Ativo;Mensalista;Sem Justa Causa; R$ 7.926,27 
